age,education,education-num,race,income
47, 7th-8th, 4, Other, <=50K
40, Some-college, 10, White, >50K
31, Masters, 14, White, <=50K
42, 5th-6th, 3, White, <=50K
48, Assoc-voc, 11, White, >50K
56, Some-college, 10, Black, <=50K
50, HS-grad, 9, White, >50K
17, 10th, 6, White, <=50K
21, HS-grad, 9, Black, <=50K
50, HS-grad, 9, White, <=50K
49, HS-grad, 9, White, <=50K
34, HS-grad, 9, White, <=50K
32, HS-grad, 9, White, >50K
28, Some-college, 10, White, >50K
62, Bachelors, 13, White, >50K
23, Bachelors, 13, White, <=50K
24, Masters, 14, Black, <=50K
31, Assoc-voc, 11, White, <=50K
36, HS-grad, 9, White, <=50K
58, Assoc-acdm, 12, White, <=50K
46, 5th-6th, 3, White, <=50K
39, Masters, 14, White, >50K
48, HS-grad, 9, White, <=50K
21, HS-grad, 9, White, <=50K
39, HS-grad, 9, White, <=50K
21, Some-college, 10, White, <=50K
33, Assoc-voc, 11, White, >50K
37, HS-grad, 9, White, >50K
29, HS-grad, 9, White, <=50K
30, Bachelors, 13, Other, >50K
43, HS-grad, 9, White, <=50K
22, HS-grad, 9, White, <=50K
25, Masters, 14, White, >50K
69, Some-college, 10, White, <=50K
17, 11th, 7, White, <=50K
18, 11th, 7, White, <=50K
54, HS-grad, 9, White, <=50K
65, HS-grad, 9, White, <=50K
28, 12th, 8, Other, <=50K
27, Assoc-voc, 11, White, <=50K
35, Assoc-acdm, 12, White, >50K
38, Assoc-voc, 11, White, >50K
33, HS-grad, 9, White, <=50K
26, HS-grad, 9, White, <=50K
56, Some-college, 10, White, >50K
38, Bachelors, 13, Amer-Indian-Eskimo, >50K
51, Some-college, 10, White, <=50K
26, Some-college, 10, White, <=50K
33, Bachelors, 13, White, >50K
44, 7th-8th, 4, White, <=50K
36, 9th, 5, White, <=50K
42, Some-college, 10, White, <=50K
44, Assoc-acdm, 12, White, <=50K
44, Bachelors, 13, White, >50K
21, Some-college, 10, White, <=50K
41, Some-college, 10, White, >50K
41, Doctorate, 16, White, >50K
62, Assoc-voc, 11, White, >50K
27, 11th, 7, White, <=50K
38, Bachelors, 13, White, >50K
60, Some-college, 10, Amer-Indian-Eskimo, <=50K
24, 12th, 8, White, <=50K
24, HS-grad, 9, White, <=50K
22, HS-grad, 9, White, <=50K
32, Some-college, 10, White, <=50K
22, 1st-4th, 2, White, <=50K
51, Bachelors, 13, White, <=50K
31, Masters, 14, White, >50K
42, Prof-school, 15, White, >50K
48, Assoc-acdm, 12, White, >50K
49, HS-grad, 9, White, >50K
37, Bachelors, 13, White, <=50K
37, Prof-school, 15, White, >50K
66, Bachelors, 13, White, >50K
18, HS-grad, 9, White, <=50K
46, Assoc-voc, 11, Black, <=50K
52, HS-grad, 9, White, >50K
23, HS-grad, 9, White, <=50K
67, HS-grad, 9, White, >50K
19, Some-college, 10, White, <=50K
37, Bachelors, 13, White, <=50K
42, HS-grad, 9, White, >50K
39, Some-college, 10, Black, <=50K
54, HS-grad, 9, White, >50K
46, HS-grad, 9, White, <=50K
47, HS-grad, 9, Black, <=50K
33, HS-grad, 9, Black, <=50K
69, Some-college, 10, White, <=50K
21, Some-college, 10, White, <=50K
27, HS-grad, 9, Black, <=50K
39, HS-grad, 9, White, >50K
23, Some-college, 10, Black, <=50K
26, Assoc-voc, 11, White, <=50K
42, Doctorate, 16, Amer-Indian-Eskimo, <=50K
36, HS-grad, 9, White, <=50K
24, HS-grad, 9, White, <=50K
35, 9th, 5, White, <=50K
42, HS-grad, 9, Black, <=50K
37, Assoc-voc, 11, White, >50K
41, Doctorate, 16, White, >50K
27, Assoc-voc, 11, Black, <=50K
42, Prof-school, 15, White, >50K
44, Bachelors, 13, White, >50K
18, HS-grad, 9, White, <=50K
41, Bachelors, 13, White, >50K
31, HS-grad, 9, White, <=50K
26, Some-college, 10, White, <=50K
67, 1st-4th, 2, White, <=50K
37, Some-college, 10, White, >50K
51, HS-grad, 9, White, <=50K
26, Some-college, 10, Amer-Indian-Eskimo, <=50K
40, Assoc-acdm, 12, White, >50K
25, HS-grad, 9, White, <=50K
38, Assoc-voc, 11, White, >50K
43, HS-grad, 9, White, <=50K
23, Some-college, 10, White, <=50K
44, Bachelors, 13, White, >50K
60, Masters, 14, White, <=50K
38, Masters, 14, White, <=50K
21, Some-college, 10, White, <=50K
18, Some-college, 10, White, <=50K
49, Bachelors, 13, Black, >50K
43, 5th-6th, 3, White, <=50K
26, 11th, 7, White, <=50K
36, HS-grad, 9, White, >50K
31, HS-grad, 9, White, >50K
38, HS-grad, 9, White, <=50K
43, Some-college, 10, White, <=50K
58, HS-grad, 9, White, <=50K
55, HS-grad, 9, White, <=50K
39, Assoc-acdm, 12, Black, <=50K
38, Bachelors, 13, White, <=50K
54, HS-grad, 9, White, <=50K
57, Prof-school, 15, White, <=50K
35, Assoc-acdm, 12, White, <=50K
44, Prof-school, 15, Asian-Pac-Islander, >50K
36, HS-grad, 9, White, <=50K
58, HS-grad, 9, White, <=50K
39, Some-college, 10, Black, <=50K
25, Prof-school, 15, White, <=50K
54, Bachelors, 13, White, <=50K
23, Bachelors, 13, White, <=50K
37, Some-college, 10, White, <=50K
60, Assoc-acdm, 12, Black, <=50K
66, 7th-8th, 4, White, <=50K
36, Assoc-acdm, 12, Black, <=50K
29, HS-grad, 9, Asian-Pac-Islander, >50K
29, Bachelors, 13, Asian-Pac-Islander, <=50K
25, Bachelors, 13, White, <=50K
62, HS-grad, 9, White, <=50K
23, Some-college, 10, White, <=50K
38, HS-grad, 9, Black, <=50K
33, Some-college, 10, White, >50K
49, Some-college, 10, White, <=50K
57, HS-grad, 9, White, >50K
57, Bachelors, 13, White, <=50K
46, Some-college, 10, White, <=50K
37, Masters, 14, White, >50K
43, Bachelors, 13, White, >50K
26, HS-grad, 9, White, <=50K
40, Assoc-voc, 11, White, <=50K
39, HS-grad, 9, Amer-Indian-Eskimo, <=50K
39, Assoc-acdm, 12, Black, <=50K
31, Some-college, 10, White, <=50K
31, Bachelors, 13, Other, <=50K
27, Bachelors, 13, Black, <=50K
36, Bachelors, 13, White, <=50K
40, Bachelors, 13, White, >50K
57, HS-grad, 9, White, <=50K
24, HS-grad, 9, White, <=50K
30, Some-college, 10, White, <=50K
28, 12th, 8, White, <=50K
22, Bachelors, 13, White, <=50K
31, 7th-8th, 4, White, <=50K
33, HS-grad, 9, White, >50K
20, Some-college, 10, White, <=50K
25, 12th, 8, Other, <=50K
49, Some-college, 10, White, <=50K
21, HS-grad, 9, White, <=50K
45, Bachelors, 13, White, >50K
36, HS-grad, 9, White, >50K
41, 5th-6th, 3, White, <=50K
23, Bachelors, 13, White, <=50K
47, Bachelors, 13, White, >50K
41, HS-grad, 9, White, <=50K
30, HS-grad, 9, White, <=50K
29, Some-college, 10, White, <=50K
31, 7th-8th, 4, White, <=50K
64, 9th, 5, White, <=50K
55, 9th, 5, Asian-Pac-Islander, <=50K
19, HS-grad, 9, White, <=50K
31, 12th, 8, White, >50K
18, 11th, 7, White, <=50K
68, HS-grad, 9, White, <=50K
50, Some-college, 10, White, <=50K
36, Some-college, 10, Black, <=50K
44, Prof-school, 15, White, >50K
58, HS-grad, 9, White, >50K
20, HS-grad, 9, Black, <=50K
18, 10th, 6, White, <=50K
32, HS-grad, 9, White, <=50K
49, HS-grad, 9, White, <=50K
34, HS-grad, 9, White, <=50K
22, HS-grad, 9, White, <=50K
40, HS-grad, 9, White, <=50K
35, HS-grad, 9, White, <=50K
26, Some-college, 10, White, <=50K
44, 12th, 8, Asian-Pac-Islander, <=50K
55, HS-grad, 9, White, <=50K
21, Assoc-voc, 11, White, <=50K
54, Some-college, 10, White, <=50K
39, Some-college, 10, White, <=50K
52, HS-grad, 9, White, <=50K
57, Bachelors, 13, White, >50K
67, 7th-8th, 4, White, <=50K
58, HS-grad, 9, White, <=50K
27, Some-college, 10, White, <=50K
66, HS-grad, 9, White, <=50K
41, Some-college, 10, White, <=50K
18, 11th, 7, White, <=50K
58, HS-grad, 9, White, >50K
50, 5th-6th, 3, White, <=50K
31, Some-college, 10, White, <=50K
32, 10th, 6, White, <=50K
37, Some-college, 10, White, <=50K
26, Bachelors, 13, White, <=50K
33, Assoc-voc, 11, White, <=50K
35, HS-grad, 9, Black, <=50K
44, Bachelors, 13, White, <=50K
26, Bachelors, 13, White, <=50K
48, HS-grad, 9, White, <=50K
40, Bachelors, 13, White, <=50K
62, 10th, 6, White, <=50K
37, Prof-school, 15, White, >50K
18, 11th, 7, White, <=50K
48, HS-grad, 9, Other, <=50K
45, Masters, 14, White, <=50K
35, Some-college, 10, White, <=50K
35, HS-grad, 9, White, <=50K
34, HS-grad, 9, White, <=50K
29, HS-grad, 9, White, <=50K
19, Some-college, 10, White, <=50K
53, Some-college, 10, White, <=50K
49, Some-college, 10, White, <=50K
71, HS-grad, 9, White, <=50K
38, 7th-8th, 4, White, <=50K
39, Masters, 14, White, <=50K
23, Bachelors, 13, White, <=50K
29, Bachelors, 13, White, >50K
52, 5th-6th, 3, White, <=50K
41, Some-college, 10, White, >50K
20, Some-college, 10, White, <=50K
30, Some-college, 10, White, <=50K
56, 10th, 6, Black, <=50K
26, HS-grad, 9, White, <=50K
36, HS-grad, 9, White, <=50K
26, Bachelors, 13, Black, <=50K
58, Assoc-acdm, 12, Black, >50K
24, Bachelors, 13, White, <=50K
41, Some-college, 10, Asian-Pac-Islander, <=50K
27, Some-college, 10, White, <=50K
28, Some-college, 10, White, <=50K
57, HS-grad, 9, White, <=50K
21, Some-college, 10, White, <=50K
50, HS-grad, 9, White, <=50K
27, HS-grad, 9, Black, <=50K
58, Bachelors, 13, White, <=50K
27, Bachelors, 13, White, <=50K
36, HS-grad, 9, Black, <=50K
68, Bachelors, 13, White, >50K
33, HS-grad, 9, White, <=50K
19, Some-college, 10, White, <=50K
26, HS-grad, 9, Black, <=50K
37, HS-grad, 9, Black, <=50K
53, HS-grad, 9, White, <=50K
32, Some-college, 10, Black, <=50K
18, 11th, 7, White, <=50K
53, HS-grad, 9, White, >50K
40, Bachelors, 13, White, <=50K
50, Some-college, 10, White, <=50K
43, Bachelors, 13, White, >50K
60, Bachelors, 13, White, >50K
28, HS-grad, 9, White, <=50K
34, HS-grad, 9, White, <=50K
37, HS-grad, 9, White, <=50K
25, HS-grad, 9, White, <=50K
46, Masters, 14, White, >50K
21, 11th, 7, White, <=50K
26, Bachelors, 13, White, <=50K
47, HS-grad, 9, White, <=50K
18, 12th, 8, White, <=50K
22, Bachelors, 13, White, <=50K
36, Some-college, 10, White, <=50K
59, HS-grad, 9, White, <=50K
33, HS-grad, 9, White, <=50K
33, 10th, 6, White, <=50K
53, Bachelors, 13, Asian-Pac-Islander, <=50K
44, Some-college, 10, White, <=50K
55, HS-grad, 9, White, <=50K
56, HS-grad, 9, White, <=50K
54, Some-college, 10, White, <=50K
51, HS-grad, 9, White, <=50K
31, Some-college, 10, White, <=50K
43, Masters, 14, White, >50K
44, HS-grad, 9, White, <=50K
22, Some-college, 10, White, <=50K
43, HS-grad, 9, Amer-Indian-Eskimo, <=50K
26, Assoc-acdm, 12, Black, <=50K
30, Bachelors, 13, White, <=50K
30, 9th, 5, White, <=50K
46, HS-grad, 9, White, <=50K
27, Bachelors, 13, White, <=50K
26, HS-grad, 9, White, <=50K
36, Bachelors, 13, White, >50K
25, HS-grad, 9, White, <=50K
30, Prof-school, 15, Black, <=50K
46, HS-grad, 9, Black, >50K
47, Some-college, 10, Black, >50K
66, Bachelors, 13, White, >50K
43, 10th, 6, White, <=50K
71, HS-grad, 9, White, <=50K
36, Bachelors, 13, White, >50K
46, HS-grad, 9, Asian-Pac-Islander, <=50K
44, Some-college, 10, White, <=50K
42, Doctorate, 16, White, <=50K
39, Bachelors, 13, White, >50K
36, Assoc-acdm, 12, White, >50K
60, Bachelors, 13, White, >50K
37, Some-college, 10, White, >50K
26, Bachelors, 13, White, <=50K
24, Bachelors, 13, White, <=50K
17, 11th, 7, White, <=50K
45, Masters, 14, White, <=50K
54, Some-college, 10, White, >50K
22, Some-college, 10, White, <=50K
63, Masters, 14, White, <=50K
22, HS-grad, 9, White, <=50K
27, Some-college, 10, White, <=50K
33, 9th, 5, White, <=50K
64, Bachelors, 13, White, <=50K
50, Assoc-acdm, 12, White, >50K
44, Assoc-voc, 11, White, <=50K
31, HS-grad, 9, White, <=50K
44, HS-grad, 9, Asian-Pac-Islander, <=50K
53, 10th, 6, White, <=50K
33, HS-grad, 9, White, <=50K
34, 12th, 8, White, <=50K
27, HS-grad, 9, White, <=50K
43, Assoc-voc, 11, White, <=50K
80, HS-grad, 9, White, <=50K
31, Assoc-acdm, 12, White, <=50K
40, HS-grad, 9, Black, >50K
53, Bachelors, 13, White, <=50K
58, HS-grad, 9, White, <=50K
38, Some-college, 10, White, >50K
33, Prof-school, 15, White, >50K
48, Bachelors, 13, White, >50K
23, Some-college, 10, Black, <=50K
31, HS-grad, 9, White, <=50K
52, Masters, 14, White, <=50K
24, HS-grad, 9, White, <=50K
45, 9th, 5, White, <=50K
36, HS-grad, 9, White, >50K
52, 5th-6th, 3, White, <=50K
54, HS-grad, 9, White, <=50K
39, Prof-school, 15, White, >50K
40, Bachelors, 13, White, >50K
28, HS-grad, 9, Asian-Pac-Islander, <=50K
21, Some-college, 10, White, <=50K
23, Some-college, 10, White, <=50K
36, 7th-8th, 4, Black, <=50K
22, Some-college, 10, White, <=50K
55, Masters, 14, White, <=50K
71, HS-grad, 9, White, <=50K
47, Doctorate, 16, White, >50K
17, 10th, 6, White, <=50K
31, Bachelors, 13, White, >50K
32, Some-college, 10, Asian-Pac-Islander, <=50K
46, Some-college, 10, White, >50K
27, Bachelors, 13, White, <=50K
39, Some-college, 10, White, >50K
40, HS-grad, 9, White, <=50K
30, HS-grad, 9, White, <=50K
17, 9th, 5, White, <=50K
33, Masters, 14, White, <=50K
72, Doctorate, 16, White, <=50K
34, Some-college, 10, White, >50K
65, HS-grad, 9, Asian-Pac-Islander, <=50K
36, Bachelors, 13, White, >50K
32, HS-grad, 9, White, <=50K
26, Some-college, 10, White, <=50K
22, HS-grad, 9, White, <=50K
47, Prof-school, 15, White, >50K
31, Some-college, 10, White, <=50K
28, Bachelors, 13, White, <=50K
38, Masters, 14, White, >50K
34, Assoc-acdm, 12, White, <=50K
44, Bachelors, 13, White, >50K
27, Some-college, 10, Asian-Pac-Islander, <=50K
50, Bachelors, 13, White, >50K
47, HS-grad, 9, Black, <=50K
20, Some-college, 10, White, <=50K
24, HS-grad, 9, White, <=50K
29, Some-college, 10, White, >50K
37, Assoc-voc, 11, Black, <=50K
42, Assoc-acdm, 12, White, <=50K
20, Some-college, 10, White, <=50K
68, Some-college, 10, White, <=50K
22, Some-college, 10, Asian-Pac-Islander, <=50K
72, HS-grad, 9, White, <=50K
45, Some-college, 10, Black, <=50K
30, HS-grad, 9, Black, <=50K
33, HS-grad, 9, White, <=50K
43, HS-grad, 9, White, >50K
56, Some-college, 10, White, <=50K
25, Assoc-voc, 11, White, <=50K
41, HS-grad, 9, White, <=50K
25, Bachelors, 13, White, <=50K
31, Assoc-acdm, 12, White, >50K
36, HS-grad, 9, White, <=50K
37, Bachelors, 13, White, >50K
58, HS-grad, 9, White, <=50K
26, Bachelors, 13, Black, <=50K
55, Some-college, 10, White, >50K
46, Some-college, 10, White, >50K
44, Bachelors, 13, White, <=50K
44, 11th, 7, Black, <=50K
28, Bachelors, 13, White, <=50K
42, 10th, 6, White, <=50K
41, HS-grad, 9, White, <=50K
39, Bachelors, 13, White, <=50K
64, Assoc-voc, 11, White, <=50K
20, Some-college, 10, White, <=50K
45, Some-college, 10, White, >50K
31, HS-grad, 9, White, <=50K
36, Masters, 14, White, >50K
32, 9th, 5, Other, <=50K
33, Assoc-voc, 11, White, <=50K
51, HS-grad, 9, White, >50K
36, HS-grad, 9, White, <=50K
40, HS-grad, 9, White, <=50K
44, Assoc-voc, 11, White, >50K
40, HS-grad, 9, White, <=50K
46, Assoc-voc, 11, White, <=50K
31, Prof-school, 15, White, >50K
30, HS-grad, 9, White, <=50K
26, HS-grad, 9, White, <=50K
25, Bachelors, 13, White, <=50K
35, Assoc-acdm, 12, White, <=50K
29, Prof-school, 15, White, <=50K
39, Assoc-acdm, 12, White, <=50K
44, Some-college, 10, White, <=50K
37, HS-grad, 9, White, >50K
79, Assoc-voc, 11, White, >50K
36, Bachelors, 13, Black, >50K
44, Some-college, 10, White, >50K
23, HS-grad, 9, White, <=50K
27, Bachelors, 13, White, <=50K
46, Bachelors, 13, White, >50K
58, HS-grad, 9, White, <=50K
36, Assoc-acdm, 12, White, <=50K
36, HS-grad, 9, White, >50K
21, Some-college, 10, White, <=50K
41, HS-grad, 9, White, >50K
49, HS-grad, 9, White, <=50K
34, Bachelors, 13, White, >50K
29, HS-grad, 9, White, <=50K
63, Bachelors, 13, White, >50K
29, Bachelors, 13, White, <=50K
65, Some-college, 10, White, <=50K
26, Bachelors, 13, White, <=50K
42, Doctorate, 16, Asian-Pac-Islander, >50K
44, Some-college, 10, Asian-Pac-Islander, <=50K
51, HS-grad, 9, Black, <=50K
41, HS-grad, 9, White, <=50K
22, Assoc-acdm, 12, Black, <=50K
36, Some-college, 10, White, <=50K
18, 11th, 7, White, <=50K
33, 10th, 6, White, <=50K
46, Bachelors, 13, White, >50K
49, 11th, 7, White, <=50K
41, HS-grad, 9, White, <=50K
52, Some-college, 10, White, <=50K
40, Some-college, 10, White, <=50K
53, Some-college, 10, White, <=50K
45, HS-grad, 9, White, <=50K
30, 10th, 6, White, <=50K
56, HS-grad, 9, White, <=50K
24, HS-grad, 9, White, <=50K
71, 7th-8th, 4, White, <=50K
20, HS-grad, 9, White, <=50K
26, Bachelors, 13, White, <=50K
34, HS-grad, 9, White, <=50K
36, 9th, 5, White, <=50K
49, HS-grad, 9, White, <=50K
48, Doctorate, 16, White, >50K
22, HS-grad, 9, White, <=50K
30, Some-college, 10, White, <=50K
51, HS-grad, 9, White, <=50K
46, Some-college, 10, White, <=50K
32, HS-grad, 9, White, <=50K
42, Prof-school, 15, Amer-Indian-Eskimo, >50K
52, Some-college, 10, White, <=50K
57, HS-grad, 9, Black, <=50K
35, Some-college, 10, White, <=50K
52, Masters, 14, White, >50K
59, 9th, 5, White, <=50K
36, Some-college, 10, White, <=50K
33, Some-college, 10, White, >50K
67, HS-grad, 9, Black, <=50K
31, Some-college, 10, White, <=50K
31, HS-grad, 9, White, <=50K
28, Some-college, 10, White, <=50K
72, 7th-8th, 4, White, <=50K
36, HS-grad, 9, White, <=50K
58, HS-grad, 9, White, >50K
56, HS-grad, 9, White, <=50K
35, Some-college, 10, White, <=50K
37, Assoc-voc, 11, White, >50K
44, Bachelors, 13, White, <=50K
26, HS-grad, 9, White, <=50K
51, HS-grad, 9, White, <=50K
31, Some-college, 10, White, >50K
30, Some-college, 10, White, <=50K
20, Some-college, 10, White, <=50K
21, Some-college, 10, Asian-Pac-Islander, <=50K
37, Bachelors, 13, White, >50K
53, Assoc-voc, 11, White, >50K
54, HS-grad, 9, White, <=50K
32, Bachelors, 13, White, <=50K
34, Some-college, 10, White, >50K
30, Bachelors, 13, White, >50K
43, HS-grad, 9, White, <=50K
48, Assoc-voc, 11, White, <=50K
42, Bachelors, 13, White, <=50K
62, HS-grad, 9, White, <=50K
31, HS-grad, 9, White, <=50K
22, HS-grad, 9, White, <=50K
45, Bachelors, 13, White, <=50K
34, Some-college, 10, White, <=50K
64, HS-grad, 9, White, <=50K
42, Bachelors, 13, White, <=50K
60, HS-grad, 9, White, <=50K
44, HS-grad, 9, White, <=50K
67, 7th-8th, 4, White, <=50K
45, Assoc-acdm, 12, White, <=50K
53, Prof-school, 15, White, >50K
37, Assoc-voc, 11, White, >50K
32, 10th, 6, White, <=50K
23, HS-grad, 9, White, <=50K
28, Bachelors, 13, Asian-Pac-Islander, <=50K
55, 7th-8th, 4, White, <=50K
58, Masters, 14, White, >50K
74, Some-college, 10, White, >50K
27, HS-grad, 9, White, <=50K
37, HS-grad, 9, Black, <=50K
22, Some-college, 10, Asian-Pac-Islander, <=50K
44, 10th, 6, White, <=50K
23, Assoc-acdm, 12, White, <=50K
41, Bachelors, 13, White, <=50K
45, Some-college, 10, Asian-Pac-Islander, >50K
29, HS-grad, 9, White, <=50K
33, Bachelors, 13, White, >50K
61, Masters, 14, White, >50K
29, Assoc-acdm, 12, Other, >50K
22, Some-college, 10, White, <=50K
28, 9th, 5, White, <=50K
30, Bachelors, 13, White, <=50K
20, Some-college, 10, White, <=50K
28, 10th, 6, White, <=50K
45, HS-grad, 9, White, >50K
19, Some-college, 10, White, <=50K
42, Assoc-acdm, 12, White, <=50K
34, HS-grad, 9, White, <=50K
31, Bachelors, 13, White, >50K
23, Bachelors, 13, White, <=50K
50, HS-grad, 9, White, <=50K
40, 10th, 6, White, >50K
57, HS-grad, 9, White, <=50K
35, Some-college, 10, White, <=50K
24, Bachelors, 13, White, <=50K
27, Some-college, 10, White, <=50K
27, Some-college, 10, White, >50K
45, HS-grad, 9, White, <=50K
80, Doctorate, 16, White, <=50K
23, Some-college, 10, White, <=50K
46, Some-college, 10, White, >50K
38, Bachelors, 13, White, >50K
50, HS-grad, 9, White, <=50K
90, Bachelors, 13, White, <=50K
55, Some-college, 10, White, <=50K
72, HS-grad, 9, White, <=50K
65, Some-college, 10, White, <=50K
37, 10th, 6, White, <=50K
39, HS-grad, 9, White, <=50K
38, Assoc-voc, 11, White, <=50K
46, Some-college, 10, White, >50K
50, HS-grad, 9, White, >50K
54, Assoc-acdm, 12, White, >50K
40, Masters, 14, White, >50K
30, 7th-8th, 4, White, <=50K
50, HS-grad, 9, White, <=50K
28, Some-college, 10, White, <=50K
34, Assoc-voc, 11, White, <=50K
55, HS-grad, 9, White, <=50K
20, HS-grad, 9, White, <=50K
19, Some-college, 10, White, <=50K
21, Some-college, 10, White, <=50K
39, Some-college, 10, White, <=50K
43, HS-grad, 9, White, >50K
33, HS-grad, 9, Amer-Indian-Eskimo, <=50K
26, Some-college, 10, White, <=50K
45, Doctorate, 16, White, >50K
31, Some-college, 10, White, <=50K
32, 5th-6th, 3, White, <=50K
60, HS-grad, 9, White, <=50K
41, HS-grad, 9, White, >50K
21, Some-college, 10, Black, <=50K
27, Some-college, 10, Black, <=50K
33, 5th-6th, 3, White, <=50K
43, HS-grad, 9, White, <=50K
27, 11th, 7, White, >50K
18, 10th, 6, White, <=50K
48, Some-college, 10, White, >50K
37, 7th-8th, 4, White, <=50K
58, HS-grad, 9, White, <=50K
57, 12th, 8, Black, >50K
42, Bachelors, 13, White, >50K
24, HS-grad, 9, White, <=50K
26, Bachelors, 13, White, <=50K
43, HS-grad, 9, White, <=50K
34, 11th, 7, White, <=50K
38, Bachelors, 13, White, <=50K
51, 11th, 7, White, >50K
31, HS-grad, 9, Black, <=50K
49, Doctorate, 16, White, >50K
26, Bachelors, 13, White, <=50K
28, HS-grad, 9, Black, <=50K
22, Some-college, 10, White, <=50K
26, HS-grad, 9, White, <=50K
45, 9th, 5, White, >50K
39, Some-college, 10, White, <=50K
23, HS-grad, 9, White, <=50K
62, HS-grad, 9, White, <=50K
42, Bachelors, 13, White, >50K
39, HS-grad, 9, White, <=50K
43, Assoc-voc, 11, White, <=50K
33, Some-college, 10, White, <=50K
68, Bachelors, 13, White, <=50K
30, Masters, 14, White, >50K
32, Bachelors, 13, Asian-Pac-Islander, <=50K
25, Some-college, 10, Other, <=50K
53, 5th-6th, 3, White, <=50K
38, Assoc-voc, 11, White, >50K
62, HS-grad, 9, White, <=50K
20, HS-grad, 9, White, <=50K
26, HS-grad, 9, White, <=50K
23, HS-grad, 9, White, <=50K
43, HS-grad, 9, White, <=50K
29, Some-college, 10, White, <=50K
34, 10th, 6, White, <=50K
24, Some-college, 10, White, <=50K
44, Masters, 14, White, >50K
19, Some-college, 10, White, <=50K
47, Bachelors, 13, White, >50K
40, Some-college, 10, White, <=50K
45, HS-grad, 9, White, <=50K
43, HS-grad, 9, Black, <=50K
22, 9th, 5, White, <=50K
50, Doctorate, 16, White, >50K
72, Some-college, 10, White, <=50K
29, Bachelors, 13, White, <=50K
47, Bachelors, 13, White, <=50K
24, HS-grad, 9, White, <=50K
22, Some-college, 10, White, <=50K
21, HS-grad, 9, White, <=50K
30, HS-grad, 9, White, >50K
37, Some-college, 10, White, <=50K
74, Prof-school, 15, White, <=50K
70, Some-college, 10, White, <=50K
27, Assoc-voc, 11, White, <=50K
32, Bachelors, 13, Asian-Pac-Islander, <=50K
30, 11th, 7, White, <=50K
29, Assoc-voc, 11, White, <=50K
18, 11th, 7, White, <=50K
31, HS-grad, 9, White, >50K
39, Some-college, 10, White, <=50K
21, Some-college, 10, White, <=50K
31, HS-grad, 9, White, <=50K
33, Some-college, 10, White, <=50K
39, Prof-school, 15, White, >50K
29, HS-grad, 9, White, <=50K
34, Some-college, 10, White, <=50K
52, Bachelors, 13, White, <=50K
35, HS-grad, 9, White, <=50K
33, 10th, 6, White, <=50K
40, 9th, 5, White, <=50K
43, Bachelors, 13, Asian-Pac-Islander, >50K
66, 1st-4th, 2, Black, <=50K
51, Bachelors, 13, White, >50K
36, HS-grad, 9, White, <=50K
17, 11th, 7, White, <=50K
32, HS-grad, 9, White, <=50K
39, HS-grad, 9, Black, <=50K
19, Some-college, 10, White, <=50K
54, 11th, 7, White, >50K
45, Bachelors, 13, White, >50K
47, Bachelors, 13, Black, <=50K
49, HS-grad, 9, White, <=50K
32, HS-grad, 9, White, <=50K
28, HS-grad, 9, White, <=50K
39, Bachelors, 13, White, <=50K
27, HS-grad, 9, White, <=50K
42, Masters, 14, White, >50K
24, Bachelors, 13, White, <=50K
45, Bachelors, 13, White, >50K
19, HS-grad, 9, White, <=50K
46, 10th, 6, White, >50K
50, HS-grad, 9, White, <=50K
32, HS-grad, 9, White, <=50K
47, Prof-school, 15, White, >50K
69, Bachelors, 13, White, >50K
43, HS-grad, 9, White, <=50K
29, Bachelors, 13, White, <=50K
43, Prof-school, 15, Asian-Pac-Islander, >50K
90, Bachelors, 13, White, <=50K
41, Prof-school, 15, White, >50K
24, Preschool, 1, White, <=50K
24, Some-college, 10, White, <=50K
24, Some-college, 10, White, <=50K
35, HS-grad, 9, White, >50K
30, Bachelors, 13, White, <=50K
46, Bachelors, 13, White, <=50K
19, Some-college, 10, White, <=50K
39, 9th, 5, White, <=50K
43, HS-grad, 9, White, <=50K
35, HS-grad, 9, White, <=50K
65, HS-grad, 9, White, <=50K
34, HS-grad, 9, White, <=50K
41, Assoc-voc, 11, White, <=50K
24, Some-college, 10, White, <=50K
24, HS-grad, 9, Amer-Indian-Eskimo, <=50K
34, Masters, 14, White, >50K
33, HS-grad, 9, White, >50K
37, HS-grad, 9, White, <=50K
39, HS-grad, 9, White, >50K
58, HS-grad, 9, White, <=50K
36, HS-grad, 9, White, <=50K
33, Some-college, 10, White, <=50K
42, Masters, 14, White, <=50K
31, Some-college, 10, Black, <=50K
57, HS-grad, 9, White, <=50K
67, HS-grad, 9, White, >50K
23, HS-grad, 9, White, <=50K
35, Some-college, 10, Amer-Indian-Eskimo, <=50K
43, Bachelors, 13, White, >50K
39, Some-college, 10, White, <=50K
36, HS-grad, 9, White, <=50K
29, Assoc-acdm, 12, White, <=50K
25, HS-grad, 9, White, <=50K
54, 10th, 6, Black, >50K
24, HS-grad, 9, White, <=50K
50, Bachelors, 13, Asian-Pac-Islander, >50K
70, 10th, 6, White, <=50K
61, Bachelors, 13, Black, >50K
51, Bachelors, 13, White, <=50K
38, Masters, 14, White, <=50K
51, HS-grad, 9, White, >50K
28, HS-grad, 9, White, <=50K
66, Prof-school, 15, White, >50K
57, HS-grad, 9, White, >50K
44, Bachelors, 13, Asian-Pac-Islander, >50K
